#Gaussian smoothing
# r(ang) gr
7.106809074 0.34789287677086256
7.127263531 0.30928669216557586
7.147717988 0.2777406641759962
7.168172445 0.2537310435695471
7.188626902 0.23425680243099006
7.209081359 0.21588253711327735
7.229535816 0.19728728699992418
7.249990273 0.1790576459135901
7.27044473 0.1624660037322022
7.290899187 0.14928306106540273
7.311353644 0.14188275673318257
7.331808101 0.14191193172276928
7.352262558 0.14805733164478993
7.372717015 0.15551866348843968
7.393171472 0.15861185908841197
7.41362593 0.15459729451885454
7.434080387 0.14528079348336143
7.454534844 0.13525052013672198
7.474989301 0.12905252108735096
7.495443758 0.12989588878568617
7.515898215 0.13975077082770476
7.536352672 0.1590393853669377
7.556807129 0.1854271676340059
7.577261586 0.2132940303782788
7.597716043 0.23570281799449352
7.6181705 0.24854145388038854
7.638624957 0.2535895594173513
7.659079414 0.2569915400846806
7.679533871 0.2638736504269165
7.699988328 0.274425675446118
7.720442785 0.28536095294739344
7.740897242 0.2944025283538428
7.761351699 0.3023045808037719
7.781806156 0.3105731744263466
7.802260613 0.31841415534213535
7.82271507 0.32316403136584804
7.843169527 0.32414800565760993
7.863623984 0.3255041447764109
7.884078441 0.33406045058899525
7.904532898 0.35375486355559116
7.924987355 0.38232736353907415
7.945441812 0.41364307749472184
7.965896269 0.44259993392285485
7.986350726 0.46705216818133366
8.006805183 0.48528210190595955
8.02725964 0.49274142771936874
8.047714097 0.4824078803789167
8.068168554 0.44952062708051604
8.088623011 0.3972750329431193
8.109077469 0.3382862699289547
8.129531926 0.28908605326739056
8.149986383 0.2606999330624428
8.17044084 0.2524950880735059
8.190895297 0.25420154646093035
8.211349754 0.25392629891283924
8.231804211 0.245189592743048
8.252258668 0.22814707838480205
8.272713125 0.2063071958479166
8.293167582 0.18345964490296066
8.313622039 0.16338239968102575
8.334076496 0.15088138295330497
8.354530953 0.151607320589167
8.37498541 0.16997137150233868
8.395439867 0.20635750964261593
8.415894324 0.25545582524064847
8.436348781 0.3073147875800468
8.456803238 0.3512892849958705
8.477257695 0.38068891162591445
8.497712152 0.3950055365831943
8.518166609 0.39869071621693014
8.538621066 0.39829996307026105
8.559075523 0.400046141668218
8.57952998 0.40782771245149135
8.599984437 0.4212617474996217
8.620438894 0.4351898903504462
8.640893351 0.4427537461049094
8.661347808 0.44073435785685844
8.681802265 0.4321983222387848
8.702256722 0.423314933336986
8.722711179 0.41746269362412425
8.743165636 0.41300171630095034
8.763620093 0.4069639365713415
8.78407455 0.399966470934972
8.804529008 0.39623949851122775
8.824983465 0.3986160604683108
8.845437922 0.40439086396872304
8.865892379 0.40692693751969944
8.886346836 0.40145555444970643
8.906801293 0.38926926250942556
8.92725575 0.3766547313539486
8.947710207 0.37034239603475216
8.968164664 0.373827381628978
8.988619121 0.3865224358797264
9.009073578 0.4044102446093158
9.029528035 0.42108880775388474
9.049982492 0.4301703064226266
9.070436949 0.4291610600563363
9.090891406 0.42174572647862196
9.111345863 0.4152525984673348
9.13180032 0.41451312954555974
9.152254777 0.4173582339136494
9.172709234 0.4159868338913505
9.193163691 0.4032228635681058
9.213618148 0.3780662481500194
9.234072605 0.34569903626724524
9.254527062 0.31305606204024844
9.274981519 0.28552102037966426
9.295435976 0.267588033891481
9.315890433 0.2642836664686867
9.33634489 0.27927015857867865
9.356799347 0.3107284175077236
9.377253804 0.34988655720041795
9.397708261 0.38465773510318363
9.418162718 0.40582735046374074
9.438617175 0.41129440621051583
9.459071632 0.4059269231549948
9.47952609 0.39768514256481635
9.499980547 0.3926361796543974
9.520435004 0.39193561711432057
9.540889461 0.3924757514384289
9.561343918 0.39008465300942985
9.581798375 0.38234622934742263
9.602252832 0.36934787391816293
9.622707289 0.35319024565424556
9.643161746 0.33739137293995286
9.663616203 0.3255909844663816
9.68407066 0.3190235672452564
9.704525117 0.3147867796589138
9.724979574 0.3075510489747956
9.745434031 0.29387487517431027
9.765888488 0.27522355694153233
9.786342945 0.25737220260935395
9.806797402 0.2475358457363988
9.827251859 0.25158633060397306
9.847706316 0.27211773181307847
9.868160773 0.3070579447492895
9.88861523 0.3491118702821322
9.909069687 0.38714449922446725
9.929524144 0.41010910197251216
9.949978601 0.4121163931251593
9.970433058 0.395506086646669
9.990887515 0.3696502272373211
10.01134197 0.3463475065612412
10.03179643 0.33487975549309085
10.05225089 0.3391683671000397
10.07270534 0.3574752775899392
10.0931598 0.38393181450900776
10.11361426 0.4110673630854222
10.13406871 0.43250917033046626
10.15452317 0.4448691458649415
10.17497763 0.4481008281281748
10.19543209 0.4444836322817644
10.21588654 0.4369503538481741
10.236341 0.4271693562326867
10.25679546 0.413862317346139
10.27724991 0.3928731199721323
10.29770437 0.3601776213467591
10.31815883 0.31611334254560625
10.33861328 0.2671037330750701
10.35906774 0.22317025002595872
10.3795222 0.1931428779068862
10.39997666 0.18082410765260806
10.42043111 0.18418527422480221
10.44088557 0.1975778835721859
10.46134003 0.21499618036648635
10.48179448 0.23191997580368853
10.50224894 0.24499507309422444
10.5227034 0.2511809677280558
10.54315786 0.24839853528034078
10.56361231 0.2376314174185106
10.58406677 0.22414420625467024
10.60452123 0.2157175644056121
10.62497568 0.21860099526076257
10.64543014 0.23411214011009507
10.6658846 0.2580412344871294
10.68633905 0.28272297204965374
10.70679351 0.30051492216243025
10.72724797 0.3073876212496931
10.74770243 0.3049295312384031
10.76815688 0.2990201068344914
10.78861134 0.2954552187512161
10.8090658 0.29584201390139087
10.82952025 0.29755835181910784
10.84997471 0.2979874203329262
10.87042917 0.29877916030740964
10.89088362 0.30547443119534384
10.91133808 0.32239300261645776
10.93179254 0.3475745916145124
10.952247 0.37271280644236343
10.97270145 0.38852820411049516
10.99315591 0.39121983096684415
11.01361037 0.38456716059860885
11.03406482 0.3760121908075699
11.05451928 0.3706663213668709
11.07497374 0.3690526657415215
11.09542819 0.3702017615407682
11.11588265 0.376085216760189
11.13633711 0.39224581724889207
11.15679157 0.4232155448513539
11.17724602 0.4660359465144348
11.19770048 0.5075496526364327
11.21815494 0.5293164630192937
11.23860939 0.5182526219155575
11.25906385 0.4755084502141751
11.27951831 0.41648542639546526
11.29997277 0.36191787703758793
11.32042722 0.3269567350748374
11.34088168 0.3154954688474978
11.36133614 0.3215271225306734
11.38179059 0.3344706481550731
11.40224505 0.34474749676664884
11.42269951 0.3475455859348709
11.44315396 0.3437679598092395
11.46360842 0.3377377655160277
11.48406288 0.3331019989263896
11.50451734 0.33056805472445355
11.52497179 0.32978813097774623
11.54542625 0.33269898884459437
11.56588071 0.34314774772061674
11.58633516 0.3620282299802685
11.60678962 0.3834374538624783
11.62724408 0.3972732411390183
11.64769853 0.3968706151639257
11.66815299 0.3847776648337004
11.68860745 0.37178063544699214
11.70906191 0.37076377365271823
11.72951636 0.3903938048298422
11.74997082 0.43169723727937315
11.77042528 0.4876943719351134
11.79087973 0.5456660147631899
11.81133419 0.5917553049058385
11.83178865 0.6164786966616185
11.8522431 0.6184607812715135
11.87269756 0.6041623905773247
11.89315202 0.5837419779311129
11.91360648 0.5660611327489123
11.93406093 0.5565283208695287
11.95451539 0.5583467252953188
11.97496985 0.5738267337663449
11.9954243 0.6029823893837055
12.01587876 0.6413503360399083
12.03633322 0.681171298680439
12.05678768 0.7159673493581175
12.07724213 0.7433267187883811
12.09769659 0.7620881221761245
12.11815105 0.7674643193507413
12.1386055 0.7515216103670032
12.15905996 0.7107504630867486
12.17951442 0.653527017922543
12.19996887 0.5990130483661474
12.22042333 0.5669550094166975
12.24087779 0.5661701935122787
12.26133225 0.5904416899767667
12.2817867 0.6242398023398062
12.30224116 0.6530797761367139
12.32269562 0.6707228518112563
12.34315007 0.6796123478060049
12.36360453 0.6871720853884835
12.38405899 0.7021960674904757
12.40451344 0.732062104335185
12.4249679 0.7792611006780837
12.44542236 0.8382498852129651
12.46587682 0.8961822285528145
12.48633127 0.9386406204496147
12.50678573 0.9567710623693068
12.52724019 0.9510790624786375
12.54769464 0.9303792704534646
12.5681491 0.9078409080168932
12.58860356 0.8964810303808138
12.60905802 0.9049076422987181
12.62951247 0.9338848930558663
12.64996693 0.9757986487984625
12.67042139 1.018885192913255
12.69087584 1.0543825660711528
12.7113303 1.0814446951269499
12.73178476 1.1063747204893126
12.75223921 1.1377629076645175
12.77269367 1.1813810754889367
12.79314813 1.2367600884225298
12.81360259 1.2959354690311222
12.83405704 1.3458119592540294
12.8545115 1.3747716941399386
12.87496596 1.3798402423151708
12.89542041 1.368507418424112
12.91587487 1.3535207133262697
12.93632933 1.345276713923774
12.95678378 1.3476166240312688
12.97723824 1.3585591372559203
12.9976927 1.3737088954049395
13.01814716 1.3901579709981742
13.03860161 1.4099656893293744
13.05905607 1.4418977538374613
13.07951053 1.4997933756755033
13.09996498 1.598182957252788
13.12041944 1.7487000209432306
13.1408739 1.9607351856424902
13.16132835 2.246578967179554
13.18178281 2.6279495571114926
13.20223727 3.139146741841705
13.22269173 3.8221874535683136
13.24314618 4.7114357625761984
13.26360064 5.8097602795001535
13.2840551 7.063897512316348
13.30450955 8.351132864823805
13.32496401 9.489788961139737
13.34541847 10.279181911959915
13.36587293 10.559968590791453
13.38632738 10.270196996122097
13.40678184 9.469084595518195
13.4272363 8.315857402120828
13.44769075 7.015201391896957
13.46814521 5.756500885157215
13.48859967 4.671844007079131
13.50905412 3.822803953248775
13.52950858 3.210825724011597
13.54996304 2.7995037620526073
13.5704175 2.5384871988454374
13.59087195 2.382079251951317
13.61132641 2.298061465261408
13.63178087 2.266128871480641
13.65223532 2.2707392406494606
13.67268978 2.2956342746074756
13.69314424 2.323866047365943
13.71359869 2.3415189344093554
13.73405315 2.341271827841333
13.75450761 2.324128175308307
13.77496207 2.299476337681955
13.79541652 2.282647713216908
13.81587098 2.288784917673208
13.83632544 2.3252227153180933
13.85677989 2.387780321019949
13.87723435 2.4638080262731066
13.89768881 2.5388480865676715
13.91814326 2.601656276239141
13.93859772 2.645734170064131
13.95905218 2.669243226296077
13.97950664 2.6752012600087873
13.99996109 2.671521804227035
14.02041555 2.6692085966398382
14.04087001 2.67836222516791
14.06132446 2.704064281266147
14.08177892 2.744896808545415
14.10223338 2.7949661055864143
14.12268784 2.8478633886961298
14.14314229 2.900083838886224
14.16359675 2.9519854252161712
14.18405121 3.0057848490504218
14.20450566 3.0621717127222636
14.22496012 3.118513267142443
14.24541458 3.170498699513019
14.26586903 3.216073255035053
14.28632349 3.2582476486113388
14.30677795 3.30366854392484
14.32723241 3.3570397823754896
14.34768686 3.415832288857625
14.36814132 3.4708753826287624
14.38859578 3.5136660835098605
14.40905023 3.5444010659015435
14.42950469 3.5730918599062695
14.44995915 3.612094199477305
14.4704136 3.666361522699784
14.49086806 3.72965530904982
14.51132252 3.7891402580533513
14.53177698 3.8338638573123247
14.55223143 3.860932238914243
14.57268589 3.876045000147842
14.59314035 3.888838314066626
14.6135948 3.906687734458942
14.63404926 3.931532688269996
14.65450372 3.9611927939629727
14.67495818 3.9925951654849117
14.69541263 4.024173513598682
14.71586709 4.057205900474304
14.73632155 4.096247322761537
14.756776 4.147365665002257
14.77723046 4.213725158331491
14.79768492 4.291396536969966
14.81813937 4.369706222853816
14.83859383 4.437122114505967
14.85904829 4.48838809566795
14.87950275 4.5271448463401205
14.8999572 4.562504855306976
14.92041166 4.6032346543464975
14.94086612 4.653989874776494
14.96132057 4.714958306369898
14.98177503 4.783464999951005
15.00222949 4.855724344468122
15.02268394 4.9281356373703495
15.0431384 4.998599129207439
15.06359286 5.067977408359926
15.08404732 5.140312288544948
15.10450177 5.2201097039108655
15.12495623 5.307609839588802
15.14541069 5.396139307846853
15.16586514 5.475166251721059
15.1863196 5.537893651958964
15.20677406 5.58745752650681
15.22722851 5.636023809507054
15.24768297 5.696836829383697
15.26813743 5.775535149092751
15.28859189 5.867586277916703
15.30904634 5.962671909491084
15.3295008 6.0506211888840085
15.34995526 6.123931289239178
15.37040971 6.177836512313766
15.39086417 6.211831106801809
15.41131863 6.2323321632913835
15.43177309 6.251572588306174
15.45222754 6.2809064254368465
15.472682 6.323962670111246
15.49313646 6.3760370540755265
15.51359091 6.429413923762135
15.53404537 6.479269335997279
15.55449983 6.526355215621838
15.57495428 6.575762489973981
15.59540874 6.632052855364269
15.6158632 6.693004102194474
15.63631766 6.747592020522294
15.65677211 6.782583055567856
15.67722657 6.794034089591787
15.69768103 6.793312220996619
15.71813548 6.800995939830295
15.73858994 6.8333638286782605
15.7590444 6.892934302987234
15.77949885 6.969881930399998
15.79995331 7.051107591752075
15.82040777 7.128705252644684
15.84086223 7.20267719283935
15.86131668 7.278530724869683
15.88177114 7.36286889596979
15.9022256 7.459163690988357
15.92268005 7.565069124977023
15.94313451 7.672821765458053
15.96358897 7.77324348621835
15.98404342 7.8610255621157075
16.00449788 7.937282333907927
16.02495234 8.007353408539448
16.0454068 8.075901494529193
16.06586125 8.143441596574467
16.08631571 8.20671691787386
16.10677017 8.26182677468808
16.12722462 8.307040800910952
16.14767908 8.343393762752205
16.16813354 8.373834295450521
16.188588 8.402358256727295
16.20904245 8.432666677173525
16.22949691 8.465681390950705
16.24995137 8.49831451620345
16.27040582 8.526498394134908
16.29086028 8.550201740317247
16.31131474 8.574122195521488
16.33176919 8.602238046521855
16.35222365 8.63212514317869
16.37267811 8.655526275472472
16.39313257 8.664906100988816
16.41358702 8.660369255873976
16.43404148 8.652067659506711
16.45449594 8.656812306419262
16.47495039 8.690260352835612
16.49540485 8.758077154724925
16.51585931 8.851253428624375
16.53631376 8.94960775288828
16.55676822 9.032107682862188
16.57722268 9.087230253432452
16.59767714 9.116599001101685
16.61813159 9.130490173828875
16.63858605 9.13950936344181
16.65904051 9.148599816343154
16.67949496 9.157029982095919
16.69994942 9.163306216000288
16.72040388 9.170302678232341
16.74085834 9.1858825038229
16.76131279 9.21809564275942
16.78176725 9.268830477645484
16.80222171 9.33132091602262
16.82267616 9.39349189323449
16.84313062 9.444222619019932
16.86358508 9.478123737186198
16.88403953 9.49658506155828
16.90449399 9.50518865957237
16.92494845 9.508979470897613
16.94540291 9.508631051557982
16.96585736 9.500836280235365
16.98631182 9.483081025694817
17.00676628 9.4586578535463
17.02722073 9.437168812260037
17.04767519 9.429566903967181
17.06812965 9.441157133663177
17.0885841 9.467429135619545
17.10903856 9.495654119920689
17.12949302 9.511472552972192
17.14994748 9.506486882644618
17.17040193 9.482239510219438
17.19085639 9.448617449263095
17.21131085 9.418676706923648
17.2317653 9.403593204567985
17.25221976 9.40960531847659
17.27267422 9.436073536121672
17.29312867 9.473895916519039
17.31358313 9.506368004464363
17.33403759 9.515288400642351
17.35449205 9.490699685601708
17.3749465 9.437869377575682
17.39540096 9.376395685386754
17.41585542 9.331979192942638
17.43630987 9.324962652685873
17.45676433 9.360152459164729
17.47721879 9.422770697182449
17.49767325 9.484659183594987
17.5181277 9.51950177041265
17.53858216 9.5180112456876
17.55903662 9.491870619464674
17.57949107 9.46314470349284
17.59994553 9.447655466082784
17.62039999 9.445351237717642
17.64085444 9.44408456156183
17.6613089 9.43213979559185
17.68176336 9.408809969003698
17.70221782 9.385150910075566
17.72267227 9.375204639760817
17.74312673 9.384822900500941
17.76358119 9.406373521826058
17.78403564 9.42301406571858
17.8044901 9.419120325866075
17.82494456 9.388978919007958
17.84539901 9.337839431333222
17.86585347 9.276281877127088
17.88630793 9.214103313660345
17.90676239 9.15855850181554
17.92721684 9.115799613739453
17.9476713 9.090895544451255
17.96812576 9.084905044375796
17.98858021 9.092702238155978
18.00903467 9.105390331390453
18.02948913 9.115940898853395
18.04994358 9.122890927752442
18.07039804 9.12905072691904
18.0908525 9.137405022012388
18.11130696 9.148814078594857
18.13176141 9.16343682069319
18.15221587 9.18310506722021
18.17267033 9.210365543956964
18.19312478 9.243884070339679
18.21357924 9.275423617937445
18.2340337 9.29325932151717
18.25448816 9.28952920563899
18.27494261 9.263864561913454
18.29539707 9.22035577565711
18.31585153 9.16323290219095
18.33630598 9.09697057761472
18.35676044 9.029185469207544
18.3772149 8.97049994124503
18.39766935 8.929602910851152
18.41812381 8.90795264994262
18.43857827 8.899397088519711
18.45903273 8.89513859005957
18.47948718 8.889584980117263
18.49994164 8.88249598504621
18.5203961 8.876707406693194
18.54085055 8.87416040403498
18.56130501 8.873342629412328
18.58175947 8.869544010227369
18.60221392 8.857444007254786
18.62266838 8.834392962221044
18.64312284 8.802498369088475
18.6635773 8.768035780680147
18.68403175 8.737853700577523
18.70448621 8.714719042619201
18.72494067 8.69525339304532
18.74539512 8.672238855199264
18.76584958 8.639155086093231
18.78630404 8.594040718916954
18.8067585 8.541860795301977
18.82721295 8.494203863239477
18.84766741 8.46350554287959
18.86812187 8.453088567004741
18.88857632 8.451986964997344
18.90903078 8.442495134675811
18.92948524 8.415508765593176
18.94993969 8.378513262377197
18.97039415 8.347309904344723
18.99084861 8.329504614036333
19.01130307 8.316723721145737
19.03175752 8.293479600504252
19.05221198 8.253203223167805
19.07266644 8.204998590742795
19.09312089 8.165375381830856
19.11357535 8.144757457891638
19.13402981 8.14150634875273
19.15448426 8.145761207627604
19.17493872 8.146291017202836
19.19539318 8.13480960684178
19.21584764 8.107544532989778
19.23630209 8.065133194222788
19.25675655 8.010879384230211
19.27721101 7.948600853197799
19.29766546 7.882573208216434
19.31811992 7.819451104441321
19.33857438 7.768447985372468
19.35902883 7.737408166292882
19.37948329 7.727703303289704
19.39993775 7.733107601332159
19.42039221 7.7439885625366145
19.44084666 7.752998663818669
19.46130112 7.757599390608304
19.48175558 7.758179735019529
19.50221003 7.754175961441466
19.52266449 7.741930525548257
19.54311895 7.716898141591823
19.56357341 7.679111204618694
19.58402786 7.636591912471004
19.60448232 7.60197368355667
19.62493678 7.584069463670007
19.64539123 7.58124242203117
19.66584569 7.581386760376
19.68630015 7.567873627060719
19.7067546 7.52807307105197
19.72720906 7.460728761899581
19.74766352 7.377993579372618
19.76811798 7.299335262872817
19.78857243 7.240108909730336
19.80902689 7.202862793853522
19.82948135 7.177654043789394
19.8499358 7.150097565612572
19.87039026 7.110679141605627
19.89084472 7.059792283571868
19.91129917 7.006436664831969
19.93175363 6.961651283727377
19.95220809 6.931008704287718
19.97266255 6.911941864053421
19.993117 6.897864152229555
20.01357146 6.884621133195928
20.03402592 6.872980433298498
20.05448037 6.865621266883336
20.07493483 6.862913355579155
20.09538929 6.862475663436271
20.11584374 6.862391246346703
20.1362982 6.862822009407125
20.15675266 6.862454521696094
20.17720712 6.853622327246068
20.19766157 6.8234393308254395
20.21811603 6.762168616285742
20.23857049 6.671626483047271
20.25902494 6.5661962692261735
20.2794794 6.466212842583289
20.29993386 6.388911248523601
20.32038832 6.341889049236096
20.34084277 6.321552964105924
20.36129723 6.316856656377215
20.38175169 6.316298383993556
20.40220614 6.314035411420976
20.4226606 6.310961632984686
20.44311506 6.309751427066589
20.46356951 6.30790081388663
20.48402397 6.295470203999592
20.50447843 6.260666523582238
20.52493289 6.1989904540208585
20.54538734 6.118083735311127
20.5658418 6.0344422581152735
20.58629626 5.9651078893337335
20.60675071 5.920276413462956
20.62720517 5.900167004863965
20.64765963 5.895966270042794
20.66811408 5.893701712035024
20.68856854 5.880108267165472
20.709023 5.848526340546122
20.72947746 5.8017839808572225
20.74993191 5.750196410979469
20.77038637 5.705682218036706
20.79084083 5.675309635021498
20.81129528 5.658013720940928
20.83174974 5.646222790077696
20.8522042 5.630562231837286
20.87265866 5.60384628313918
20.89311311 5.5623460403743605
20.91356757 5.505483680388916
20.93402203 5.435994841085124
20.95447648 5.360839141849309
20.97493094 5.290910552910507
20.9953854 5.237312000223957
21.01583985 5.204929554617109
21.03629431 5.188084661947776
21.05674877 5.173041963318647
21.07720323 5.146714451593363
21.09765768 5.1054210118889385
21.11811214 5.057464868112506
21.1385666 5.017927816431664
21.15902105 4.999159011593554
21.17947551 5.003054701443593
21.19992997 5.020273024328179
21.22038442 5.036897360026088
21.24083888 5.043107490571767
21.26129334 5.036420516720617
21.2817478 5.017342480113358
21.30220225 4.983383752568069
21.32265671 4.92926944605207
21.34311117 4.854022027321148
21.36356562 4.767249727041855
21.38402008 4.686939408560952
21.40447454 4.629416689894828
21.42492899 4.599844556053592
21.44538345 4.5908566884559
21.46583791 4.589242391142772
21.48629237 4.584345952228899
21.50674682 4.572341898165256
21.52720128 4.555144892604584
21.54765574 4.536031290279106
21.56811019 4.514932151983621
21.58856465 4.48657753995678
21.60901911 4.443756133722067
21.62947357 4.38434383899513
21.64992802 4.316643049706318
21.67038248 4.257558132426489
21.69083694 4.223295592688179
21.71129139 4.218692768118138
21.73174585 4.233561770534036
21.75220031 4.249676082958293
21.77265476 4.253091823749713
21.79310922 4.241599648010242
21.81356368 4.221824630722073
21.83401814 4.200210266533756
21.85447259 4.176888607310671
21.87492705 4.147492951725488
21.89538151 4.110282223521837
21.91583596 4.071417619209168
21.93629042 4.043144478039981
21.95674488 4.036084211856357
21.97719933 4.05193912881612
21.99765379 4.08205292142719
22.01810825 4.112027580725727
22.03856271 4.128401537146228
22.05901716 4.123447878647717
22.07947162 4.097075720556659
22.09992608 4.056719989305834
22.12038053 4.015075928189194
22.14083499 3.98458967205919
22.16128945 3.970375007070226
22.1817439 3.966941932164021
22.20219836 3.9624972121034805
22.22265282 3.9478475364407983
22.24310728 3.9227042280347075
22.26356173 3.89487375190224
22.28401619 3.8736440739957967
22.30447065 3.8624880700301683
22.3249251 3.856552416852317
22.34537956 3.8471087084989106
22.36583402 3.829276341909721
22.38628848 3.8058584291529476
22.40674293 3.783606432408651
22.42719739 3.7657887824570233
22.44765185 3.7486829606227703
22.4681063 3.725619772082368
22.48856076 3.6946585181036853
22.50901522 3.66248033570744
22.52946967 3.6407407107211722
22.54992413 3.637713503029063
22.57037859 3.6516009941158725
22.59083305 3.67053561288668
22.6112875 3.679603557833524
22.63174196 3.66991267002871
22.65219642 3.6430131724856647
22.67265087 3.6081957759241257
22.69310533 3.576120095936126
22.71355979 3.553745005980713
22.73401424 3.542775962826428
22.7544687 3.5410364714796585
22.77492316 3.544925382425845
22.79537762 3.551076031550409
22.81583207 3.556663866515257
22.83628653 3.5594105611959286
22.85674099 3.5581305661528786
22.87719544 3.5533223460284384
22.8976499 3.547271322056376
22.91810436 3.5441227182327175
22.93855882 3.5501527017026664
22.95901327 3.573495166496573
22.97946773 3.6235014657016698
22.99992219 3.7120954518294185
23.02037664 3.858792866324399
23.0408311 4.096680745712182
23.06128556 4.473885656019451
23.08174001 5.047766715551444
23.10219447 5.873402920782921
23.12264893 6.98845518640516
23.14310339 8.39510965911266
23.16355784 10.04228955734695
23.1840123 11.816748455799942
23.20446676 13.552310602678817
23.22492121 15.058799684915737
23.24537567 16.16137818793817
23.26583013 16.735620831722173
23.28628458 16.72734045933412
23.30673904 16.155165833443082
23.3271935 15.100695990826942
23.34764796 13.691753343192046
23.36810241 12.081780162807966
23.38855687 10.427345502496811
23.40901133 8.866627144225946
23.42946578 7.5021335120372
23.44992024 6.3900495555857635
23.4703747 5.537953181814767
23.49082915 4.912703678693529
23.51128361 4.458397432123467
23.53173807 4.118955420046082
23.55219253 3.8554537182943545
23.57264698 3.650436546810643
23.59310144 3.499711637080779
23.6135559 3.399974834370501
23.63401035 3.341835219824961
23.65446481 3.311728301598256
23.67491927 3.2980662653738606
23.69537373 3.294057670033101
23.71582818 3.294494780511434
23.73628264 3.291217755005289
23.7567371 3.273989422968576
23.77719155 3.2376112348905863
23.79764601 3.18813279373603
23.81810047 3.140231078850617
23.83855492 3.1067113887540834
23.85900938 3.0900649007140353
23.87946384 3.083793073758093
23.8999183 3.0801998459328437
23.92037275 3.075425294367817
23.94082721 3.0681202336835054
23.96128167 3.0564227096094423
23.98173612 3.0382187460717516
24.00219058 3.013803716114071
24.02264504 2.987065792397948
24.04309949 2.964005910518825
24.06355395 2.950596362203552
24.08400841 2.95155641570556
24.10446287 2.969339241808572
24.12491732 3.0023353735185148
24.14537178 3.04370554594907
24.16582624 3.0836682602588112
24.18628069 3.115052340295779
24.20673515 3.1373448228026155
24.22718961 3.154921734538472
24.24764406 3.1711457377525316
24.26809852 3.1841588289840375
24.28855298 3.1875936344202884
24.30900744 3.1744073769749406
24.32946189 3.141007382077422
24.34991635 3.0908656230996883
24.37037081 3.0366274233046426
24.39082526 2.9974278338342732
24.41127972 2.989569046697055
24.43173418 3.015380962451083
24.45218864 3.059671645376767
24.47264309 3.0984695950565273
24.49309755 3.1140290087770754
24.51355201 3.104399048575134
24.53400646 3.0811636035321026
24.55446092 3.059127066569412
24.57491538 3.0466513648450584
24.59536983 3.042482400621152
24.61582429 3.0393032438096674
24.63627875 3.030494949517073
24.65673321 3.0155184278960143
24.67718766 3.0006828236865
24.69764212 2.995301515501297
24.71809658 3.006128959106109
24.73855103 3.0331542280457837
