5	0										
5.020454457	0.212314676										
5.040908914	-0.032546567										
5.061363371	0.393472766										
5.081817828	1.022038391										
5.102272285	0.406391076										
5.122726742	1.50949373										
5.143181199	0.824401971										
5.163635656	0.631208352										
5.184090113	1.196116571										
5.20454457	1.055006285										
5.224999027	1.191673771										
5.245453484	1.206813481										
5.265907941	1.383990226										
5.286362398	1.69426882										
5.306816855	1.91774186										
5.327271312	2.65047415										
5.34772577	2.069549056										
5.368180227	1.882142474										
5.388634684	2.504921063										
5.409089141	2.334875591										
5.429543598	2.205339378										
5.449998055	2.480895751										
5.470452512	2.507609535										
5.490906969	1.770434444										
5.511361426	2.352703774										
5.531815883	2.026408305										
5.55227034	2.591316524										
5.572724797	2.189789576										
5.593179254	2.569512613										
5.613633711	2.376318994										
5.634088168	2.773403142										
5.654542625	2.198265085										
5.674997082	2.82683071										
5.695451539	2.436877835										
5.715905996	2.237897179										
5.736360453	2.235675779										
5.75681491	2.331834006										
5.777269367	2.381695938										
5.797723824	2.616743052										
5.818178281	2.718688317										
5.838632738	2.276652109										
5.859087195	2.922578846										
5.879541652	2.769894485										
5.899996109	2.779247158										
5.920450566	2.956423903										
5.940905023	2.722721025										
5.96135948	2.980916287										
5.981813937	3.314343029										
6.002268394	2.77971423										
6.022722851	3.576103927										
6.043177309	2.804206614										
6.063631766	2.86564262										
6.084086223	3.309023064										
6.10454068	3.156338703										
6.124995137	3.130969155										
6.145449594	3.180831087										
6.165904051	3.184396724										
6.186358508	2.921758661										
6.206812965	3.174166886										
6.227267422	3.27611215										
6.247721879	3.152362974										
6.268176336	3.937178597										
6.288630793	3.518290537										
6.30908525	3.382967288										
6.329539707	3.386532924										
6.349994164	3.847274479										
6.370448621	3.144821609										
6.390903078	3.981720564										
6.411357535	3.244545473										
6.431811992	3.54903703										
6.452266449	3.517880445										
6.472720906	4.036492369										
6.493175363	3.525011718										
6.51362982	3.806355128										
6.534084277	4.093485574										
6.554538734	3.72089381										
6.574993191	3.984876109										
6.595447648	3.890062117										
6.615902105	3.540618501										
6.636356562	4.284924865										
6.656811019	3.553536811										
6.677265476	3.748074666										
6.697719933	3.572242158										
6.71817439	2.719326328										
6.738628848	3.075901218										
6.759083305	2.680161306										
6.779537762	2.834189902										
6.799992219	2.189607402										
6.820446676	2.065858226										
6.840901133	1.374979431										
6.86135559	1.870443207										
6.881810047	1.688823661										
6.902264504	1.663454113										
6.922718961	0.856834579										
6.943173418	0.553687258										
6.963627875	1.095447329										
6.984082332	0.740216676										
7.004536789	0.535448983										
7.024991246	0.238088699										
7.045445703	0.600450625										
7.06590016	0.297303304										
7.086354617	0.601794861										
7.106809074	0.478045685										
7.127263531	0.007074293										
7.147717988	0.195825112										
7.168172445	0.263048155										
7.188626902	0.486521195										
7.209081359	0.056059061										
7.229535816	0.175365436										
7.249990273	0.161569962										
7.27044473	0.205644857										
7.290899187	0.255506789										
7.311353644	-0.122872012										
7.331808101	0.274212136										
7.352262558	0										
7.372717015	0.111400461										
7.393171472	0.517939806										
7.41362593	0.021701389										
7.434080387	0.156249997										
7.454534844	-0.039062499										
7.474989301	0.326967587										
7.495443758	0.044849536										
7.515898215	0										
7.536352672	0.229597326										
7.556807129	0.094611325										
7.577261586	0.220041986										
7.597716043	0.26445413										
7.6181705	0.453542197										
7.638624957	0.474806193										
7.659079414	-0.308327945										
7.679533871	0.314787893										
7.699988328	0.584894477										
7.720442785	0.079538112										
7.740897242	0.49432062										
7.761351699	0.197297585										
7.781806156	0.12596899										
7.802260613	0.511816313										
7.82271507	0.255302536										
